"Locale","ASIN","Product Codes: EAN","Image","Title","Brand","Buy Box 🚚: Current","Buy Box 🚚: 90 days avg.","Sales Rank: 90 days avg.","Sales Rank: 90 days drop %","Bought in past month","Buy Box 🚚: 90 days OOS","Buy Box: Is FBA","Buy Box Seller","Sales Rank: 30 days avg.","Buy Box 🚚: 30 days avg.","Buy Box 🚚: 180 days avg.","Buy Box 🚚: 1 day drop %","Buy Box 🚚: 7 days drop %","Buy Box 🚚: 30 days drop %","Buy Box 🚚: 90 days drop %","Buy Box 🚚: Price drop since last visit","Buy Box 🚚: Drop % since last visit","Buy Box 🚚: Last visit","Buy Box 🚚: Lowest","Buy Box 🚚: Is Lowest","Buy Box 🚚: Is Lowest 90 days","Buy Box 🚚: Highest","Buy Box 🚚: Stock","Buy Box 🚚: Availability of the Buy Box","Amazon: Current","Amazon: 90 days avg.","Buy Box: % Amazon 90 days","Amazon: 90 days OOS","Amazon: 30 days avg.","Amazon: 180 days avg.","Amazon: 1 day drop %","Amazon: 7 days drop %","Amazon: 30 days drop %","Amazon: 90 days drop %","Amazon: Price drop since last visit","Amazon: Drop % since last visit","Amazon: Last visit","Amazon: Lowest","Amazon: Is Lowest","Amazon: Is Lowest 90 days","Amazon: Highest","Amazon: Stock","Amazon: OOS Count 30 days","Amazon: OOS Count 90 days","Amazon: Availability of the Amazon offer","Amazon: Amazon offer shipping delay","Buy Box: % Top Seller 90 days","Buy Box: % Amazon 30 days","Buy Box: Winner Count 90 days","Count of retrieved live offers: New, FBA","Count of retrieved live offers: New, FBM","Buy Box: % Amazon 180 days","Buy Box: % Amazon 365 days","Buy Box: % Top Seller 30 days","Buy Box: % Top Seller 180 days","Buy Box: % Top Seller 365 days","Buy Box: Winner Count 30 days","Buy Box: Winner Count 180 days","Buy Box: Winner Count 365 days","New: Current","New: 30 days avg.","New: 90 days avg.","New: 180 days avg.","New: 1 day drop %","New: 7 days drop %","New: 30 days drop %","New: 90 days drop %","New: Price drop since last visit","New: Drop % since last visit","New: Last visit","New: Lowest","New: Is Lowest","New: Is Lowest 90 days","New: Highest","New: 90 days OOS","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","Categories: Root","Categories: Sub","Categories: Tree","Categories: Launchpad","Product Codes: PartNumber","Item: Dimension (cm³)","Item: Weight (g)","Is HazMat"
"it","B07M7WT1J9","2724313555610, 3145891074802","https://m.media-amazon.com/images/I/41ewlGMNlZL.jpg;https://m.media-amazon.com/images/I/31euGcJocBL.jpg","Chanel Bleu Edt Vapo - 150 Ml","Chanel","","€ 162.00","154852","-20 %","","51 %","no","","169560","","€ 163.98","","","","","","","","€ 115.83","no","no","€ 174.00","","","","","-","100 %","","","","","","","","","","€ 126.00","no","no","€ 146.54","","1","1","no Amazon offer exists","","49 %","-","1","0","1","-","-","-","25 %","33 %","","3","4","€ 200.00","€ 181.72","€ 171.35","€ 167.81","0 %","-4 %","-10 %","-17 %","€ 0.00","0 %","€ 200.00","€ 115.83","no","no","€ 200.00","0 %","€ 5.07","15.45 %","-","Bellezza","Eau de Toilette","Bellezza › Fragranze e profumi › Donna › Eau de Toilette","no","11500-107480","48","141","yes"
"it","B00733JVKW","0005085780205, 3145891238006","https://m.media-amazon.com/images/I/71raGulOcrL.jpg","Allure Homme Sport by Chanel Eau de Toilette Spray ricaricabile 3 x 20 ml","Chanel","","","326944","-3 %","","100 %","no","","333514","","","","","","","","","","€ 82.87","no","no","€ 152.94","","","","","-","100 %","","","","","","","","","","","no","no","","","1","1","no Amazon offer exists","","-","-","","","","-","-","-","-","13 %","","","1","","","","","","","","","","","","€ 76.41","no","no","€ 213.23","100 %","€ 4.23","15.45 %","-","Bellezza","Eau de Toilette","Bellezza › Fragranze e profumi › Uomo › Eau de Toilette","no","50869","1153","17","yes"
"it","B01M4LTIP3","3145891415605","https://m.media-amazon.com/images/I/61p4pPmVAML.jpg;https://m.media-amazon.com/images/I/51steitoA9L.jpg;https://m.media-amazon.com/images/I/61cxAKRqGLL.jpg","Chanel le lift crema reparadora huile reparación cream-oil 50ml.","Chanel","€ 152.98","€ 152.68","129944","7 %","","52 %","yes","Amazon","126505","€ 152.65","€ 137.14","0 %","-1 %","0 %","0 %","€ 0.00","0 %","€ 152.98","€ 85.85","no","no","€ 157.11","2","Disponibilità immediata","€ 152.98","€ 152.69","28 %","71 %","€ 152.69","€ 132.18","0 %","-1 %","0 %","0 %","€ 0.00","0 %","€ 152.98","€ 85.85","no","no","€ 155.54","2","2","2","Amazon offer is in stock and shippable","","28 %","83 %","3","1","3","32 %","64 %","83 %","32 %","64 %","3","3","4","€ 147.00","€ 146.72","€ 148.98","€ 140.07","0 %","-1 %","0 %","1 %","€ 0.00","0 %","€ 147.00","€ 80.39","no","no","€ 170.99","0 %","€ 3.90","15.45 %","€ 23.64","Bellezza","Creme","Bellezza › Cura della pelle › Viso › Idratanti › Trattamenti giorno › Creme","no","3145891415605","782","","no"
"it","B08R3WRVY1","3145891057287","https://m.media-amazon.com/images/I/51KwYsZE9lL.jpg;https://m.media-amazon.com/images/I/31974SejL2L.jpg","Nº 5 La Crème Corps 150 Gr","Chanel","€ 97.02","€ 95.86","100092","-28 %","","5 %","no","3rd Party (A1I6IDB2AL6EN0)","98662","€ 97.65","€ 93.44","0 %","0 %","1 %","-1 %","€ 0.00","0 %","€ 97.02","€ 77.62","no","no","€ 145.00","4","Disponibilità immediata","","€ 82.00","6 %","92 %","","€ 82.00","","","","","","","","€ 77.62","no","no","€ 82.00","","1","2","no Amazon offer exists","","50 %","-","3","0","7","22 %","23 %","85 %","35 %","23 %","2","4","5","€ 97.02","€ 97.63","€ 95.80","€ 95.55","0 %","0 %","1 %","-1 %","€ 0.00","0 %","€ 97.02","€ 77.62","no","no","€ 189.99","0 %","€ 4.97","15.45 %","€ 14.99","Bellezza","Creme per il corpo","Bellezza › Cura della pelle › Corpo › Idratanti › Creme per il corpo","no","3145891057287","527","150","no"
"it","B07XKV55JJ","3145891208702","https://m.media-amazon.com/images/I/41mq6-S9bQL.jpg;https://m.media-amazon.com/images/I/41WO0PQ-CKL.jpg;https://m.media-amazon.com/images/I/415eX3DerDL.jpg","Gabrielle","Chanel","€ 60.00","€ 80.81","101602","-19 %","","0 %","yes","Amazon","109915","€ 68.86","€ 82.61","0 %","0 %","13 %","26 %","€ 0.00","0 %","€ 60.00","€ 53.00","no","yes","€ 98.39","","Generalmente  spedito entro 6-7 mesi","€ 60.00","€ 60.00","29 %","36 %","€ 60.00","€ 60.00","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 60.00","€ 57.68","no","yes","€ 85.70","","1","2","Amazon offer is back-ordered","","39 %","72 %","5","2","3","16 %","17 %","72 %","46 %","39 %","4","7","12","€ 60.00","€ 60.00","€ 66.01","€ 74.94","0 %","0 %","0 %","9 %","€ 0.00","0 %","€ 60.00","€ 53.00","no","yes","€ 117.13","0 %","€ 4.00","15.45 %","€ 9.27","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","8009403","894","100","yes"
"it","B006BUU74M","3145891055719","https://m.media-amazon.com/images/I/519yEQIzotL.jpg;https://m.media-amazon.com/images/I/41WssLCfmXL.jpg","Chanel No. 5 riempire la tasca EdT spray 3 x 20 ml","Chanel","","€ 122.66","132678","-11 %","","13 %","no","","134348","€ 123.22","€ 121.70","","","","","","","","€ 76.74","no","no","€ 173.70","","","","","-","100 %","","","","","","","","","","€ 64.26","no","no","€ 114.35","","1","1","no Amazon offer exists","","60 %","-","4","0","1","-","-","75 %","34 %","28 %","3","4","4","€ 141.97","€ 120.82","€ 120.34","€ 136.04","-18 %","-20 %","-18 %","-18 %","€ 19.24","12 %","€ 161.21","€ 63.71","no","no","€ 255.50","0 %","€ 3.47","15.45 %","-","Bellezza","Eau de Toilette","Bellezza › Fragranze e profumi › Donna › Eau de Toilette","no","8009383","894","80","yes"
"it","B0019Y1L1S","3145891160406","https://m.media-amazon.com/images/I/61OWLJCI3vL.jpg;https://m.media-amazon.com/images/I/71FjPobRHoL.jpg;https://m.media-amazon.com/images/I/51youN6ylFL.jpg;https://m.media-amazon.com/images/I/41S9VcdmsKL.jpg","Chanel, Base labial - 20 ml.","Chanel","","€ 75.00","145864","-19 %","","91 %","no","","162839","","€ 75.00","","","","","","","","€ 65.50","no","no","€ 118.00","","","","€ 75.00","9 %","91 %","","€ 75.00","","","","","","","","€ 65.50","no","no","€ 157.90","","1","3","no Amazon offer exists","","9 %","-","1","0","2","25 %","12 %","-","25 %","12 %","","1","2","€ 113.90","€ 113.95","€ 108.05","€ 101.56","0 %","0 %","0 %","-5 %","€ 0.00","0 %","€ 113.90","€ 65.50","no","no","€ 189.99","0 %","€ 4.00","15.45 %","-","Bellezza","Acqua di Colonia","Bellezza › Fragranze e profumi › Uomo › Acqua di Colonia","no","3145891160406","1320","","yes"
"it","B0BK5F471C","3145891418408","https://m.media-amazon.com/images/I/615+f2iHJtL.jpg","Le Lift Pro Contour Concentrate","Chanel","€ 180.00","€ 180.91","209354","-5 %","","1 %","yes","Amazon","150247","€ 179.89","€ 183.32","0 %","0 %","0 %","1 %","€ 0.00","0 %","€ 180.00","€ 168.34","no","no","€ 210.46","5","Disponibilità immediata","€ 180.00","€ 182.53","88 %","0 %","€ 184.75","€ 184.31","0 %","0 %","3 %","1 %","€ 0.00","0 %","€ 180.00","€ 168.34","no","no","€ 240.55","5","0","0","Amazon offer is in stock and shippable","","88 %","65 %","2","1","5","90 %","88 %","65 %","90 %","88 %","2","2","3","€ 180.00","€ 179.86","€ 180.31","€ 181.19","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 180.00","€ 143.65","no","no","€ 210.46","0 %","€ 3.90","12.24 %","€ 22.03","Bellezza","Sieri e liquidi","Bellezza › Cura della pelle › Viso › Idratanti › Sieri e liquidi","no","143229","70000","","no"
"it","B07D3DRGQW","3145891414202","https://m.media-amazon.com/images/I/41DrTseypZL.jpg","Le Lait Lait Démaquillant 150 Ml","Chanel","€ 50.99","€ 54.72","84687","2 %","","23 %","yes","Amazon","87877","€ 52.06","€ 53.53","0 %","0 %","2 %","7 %","€ 0.00","0 %","€ 50.99","€ 29.92","no","no","€ 70.99","3","Disponibilità immediata","€ 50.99","€ 53.33","59 %","29 %","€ 51.24","€ 52.59","0 %","0 %","0 %","4 %","€ 0.00","0 %","€ 50.99","€ 23.57","no","no","€ 58.46","3","2","4","Amazon offer is in stock and shippable","","59 %","57 %","3","1","0","51 %","55 %","57 %","51 %","55 %","2","5","5","€ 50.99","€ 52.15","€ 55.43","€ 52.33","0 %","0 %","2 %","8 %","€ 0.00","0 %","€ 50.99","€ 23.57","no","no","€ 89.99","16 %","€ 4.13","15.45 %","€ 7.88","Bellezza","Latte struccante","Bellezza › Trucco › Struccanti › Latte struccante","no","3145891414202","1320","","no"
"it","B00BH4OO82","3145891078008","https://m.media-amazon.com/images/I/21bdx1b4chL.jpg;https://m.media-amazon.com/images/I/41+j3PEL0TL.jpg","Bleu de Chanel Twist and Spray","Chanel","","€ 132.75","","","","82 %","no","","","","€ 132.75","","","","","","","","€ 94.99","no","no","€ 138.92","","","","","-","100 %","","","","","","","","","","","no","no","","","1","1","no Amazon offer exists","","19 %","-","1","","","-","-","-","9 %","5 %","","1","1","","","€ 126.85","€ 126.85","","","","","","","","€ 68.17","no","no","€ 138.92","82 %","€ 4.23","15.45 %","-","Bellezza","Eau de Toilette","Bellezza › Fragranze e profumi › Uomo › Eau de Toilette","no","CNLGSW002","1767","60","yes"
"it","B00NAGVL7W","3145891073508","https://m.media-amazon.com/images/I/31RpAdOnoyL.jpg;https://m.media-amazon.com/images/I/41+j3PEL0TL.jpg;https://m.media-amazon.com/images/I/21SBpatblmL.jpg;https://m.media-amazon.com/images/I/51zRp+JhuQL.jpg;https://m.media-amazon.com/images/I/61dKplV4l4L.jpg;https://m.media-amazon.com/images/I/51VBAdiivvL.jpg;https://m.media-amazon.com/images/I/615gEh6Ji6L.jpg;https://m.media-amazon.com/images/I/512afHY5WlL.jpg","Bleu de Chanel Eau de Parfum 50 ml Spray Uomo","Chanel","","€ 88.49","28622","-13 %","","15 %","no","","31228","€ 87.75","€ 88.36","","","","","","","","€ 62.25","no","no","€ 114.90","","","","€ 87.91","64 %","33 %","€ 87.76","€ 88.10","","","","","","","","€ 59.16","no","no","€ 103.69","","2","2","no Amazon offer exists","","64 %","74 %","2","1","8","79 %","59 %","74 %","79 %","59 %","1","2","6","€ 107.00","€ 91.79","€ 90.11","€ 89.69","0 %","-4 %","-17 %","-19 %","€ 0.00","0 %","€ 107.00","€ 50.00","no","no","€ 123.46","0 %","€ 4.00","15.45 %","-","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Uomo › Eau de Parfum","no","5-CHBLEUP050S","1969","1","yes"
"it","B07X5778KK","7104971294291, 7104976582188, 7104976050816, 7091333911784, 8435137749607","https://m.media-amazon.com/images/I/71V27OC7DdL.jpg;https://m.media-amazon.com/images/I/41+j3PEL0TL.jpg","Prada L'Homme For Men Eau De Toilette Spray, 3.4 Fluid Ounce","Prada","","€ 112.08","75685","-20 %","","74 %","no","","70886","€ 113.25","€ 109.52","","","","","","","","€ 94.90","no","no","€ 171.94","","","","","-","100 %","","","","","","","","","","","no","no","","","1","1","no Amazon offer exists","","15 %","-","7","2","0","-","-","12 %","12 %","11 %","2","12","14","€ 134.93","€ 128.81","€ 124.98","€ 119.72","0 %","-10 %","-5 %","-8 %","€ 0.00","0 %","€ 134.93","€ 94.90","no","no","€ 199.00","0 %","€ 5.07","15.45 %","-","Bellezza","Eau de Toilette","Bellezza › Fragranze e profumi › Uomo › Eau de Toilette","no","17294","1321","454","yes"
"it","B000GHWSFW","0737052598246, 3145891234602","https://m.media-amazon.com/images/I/417cEBnQl4L.jpg;https://m.media-amazon.com/images/I/51o9L3Xi-1L.jpg;https://m.media-amazon.com/images/I/31dbOHftNlL.jpg","Chanel, Coco - Eau De Toilette Spray, Donna, 35 Milliliters","Chanel","€ 168.80","€ 168.80","114041","50 %","","58 %","yes","3rd Party (A2H97J2JRB6UD2)","96914","€ 168.80","€ 167.17","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 168.80","€ 43.35","no","yes","€ 171.00","5","Disponibilità immediata","","","-","100 %","","","","","","","","","","€ 43.35","no","no","€ 134.70","","1","1","no Amazon offer exists","","43 %","-","1","1","4","-","-","100 %","33 %","28 %","1","4","5","€ 158.70","€ 159.26","€ 160.63","€ 159.99","0 %","0 %","0 %","1 %","€ 0.00","0 %","€ 158.70","€ 43.35","no","yes","€ 170.00","0 %","€ 4.00","15.45 %","€ 26.08","Bellezza","Eau de Toilette, Eau de Toilette disponibili","Bellezza › Fragranze e profumi › Donna › Eau de Toilette","no","P-XB-404-B1","640","100","yes"
"it","B08DHW4CT9","3614272907652","https://m.media-amazon.com/images/I/51GxgokOo+L.jpg","Giorgio Armani My Way Profumo, Donna, 30 ml","GIORGIO ARMANI","€ 50.99","€ 50.99","25070","14 %","","24 %","yes","Amazon","29531","€ 50.99","€ 53.73","0 %","0 %","0 %","0 %","","","","€ 43.20","no","yes","€ 82.29","","","€ 50.99","€ 50.99","76 %","24 %","€ 50.99","€ 52.34","0 %","0 %","0 %","0 %","","","","€ 35.99","no","yes","€ 78.58","","2","5","Amazon offer is back-ordered","","76 %","53 %","1","1","9","42 %","40 %","53 %","42 %","40 %","1","3","6","€ 50.99","€ 56.99","€ 53.63","€ 57.86","21 %","20 %","11 %","5 %","€ 14.01","22 %","€ 65.00","€ 35.99","no","yes","€ 73.00","0 %","€ 4.23","15.45 %","€ 7.88","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","SI209","240","28","yes"
"it","B00HT94USS","3145891420906","https://m.media-amazon.com/images/I/81ghRY6qhRL.jpg","Chanel SUBLIMAGE le fluide ultime régénération de la peau 50 ml","Chanel","","","","","","-","no","3rd Party (?)","","","","","","","","","","","","no","no","","","","","","-","100 %","","","","","","","","","","","no","no","","","1","1","no Amazon offer exists","","-","-","","","","-","-","-","-","-","","","","","","","","","","","","","","","€ 198.73","no","no","€ 219.42","100 %","€ 3.90","15.45 %","-","Bellezza","Contenitori per cosmetici","Bellezza › Accessori e strumenti di bellezza › Portatrucchi › Beauty сase e contenitori › Contenitori per cosmetici","no","3145891420906","","","no"
"it","B0CZLRGQ9X","3614273953696","https://m.media-amazon.com/images/I/61sgWZMjNQL.jpg","Giorgio Armani Acqua Di Gio Profondo Fragranza for Men 3.3 fl oz","GIORGIO ARMANI","","","","","","-","no","","","","","","","","","","","","","no","no","","","","","","-","100 %","","","","","","","","","","","no","no","","","1","1","no Amazon offer exists","","-","-","","","","-","-","-","-","-","","","","","","","","","","","","","","","","no","no","","100 %","€ 9.34","15.45 %","-","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","QOG24-Gio-53696","","","yes"
"it","B088KG7HBZ","3614272907867","https://m.media-amazon.com/images/I/41OABz1L2YL.jpg","Giorgio Armani Ocean Di Gioia Eau De Parfum 100Ml Vaporizador","GIORGIO ARMANI","","€ 116.30","132602","-17 %","","60 %","no","","146793","","€ 115.51","","","","","","","","€ 65.90","no","no","€ 120.59","","","","","-","100 %","","","","","","","","","","€ 64.70","no","no","€ 109.00","","1","1","no Amazon offer exists","","41 %","-","1","","","-","-","-","58 %","55 %","","1","4","€ 150.00","€ 150.00","€ 119.98","€ 116.93","0 %","0 %","0 %","-25 %","€ 0.00","0 %","€ 150.00","€ 64.70","no","no","€ 150.00","55 %","€ 4.54","15.45 %","-","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","250191","2700","99","yes"
"it","B08DHL4KQV","3614272941663","https://m.media-amazon.com/images/I/71hvvaD+2BL.jpg;https://m.media-amazon.com/images/I/61bNI3-oMWL.jpg;https://m.media-amazon.com/images/I/718uZndFP3L.jpg;https://m.media-amazon.com/images/I/71Pjg1BQNlL.jpg","Giorgio Armani Luminous Silk Foundation, 5. 9 medium, neutro, 30 ml","GIORGIO ARMANI","","€ 56.00","103792","-54 %","","80 %","no","","151076","€ 61.20","€ 55.57","","","","","","","","€ 38.07","no","no","€ 61.20","","","","","-","100 %","","€ 38.07","","","","","","","","€ 38.07","no","no","€ 57.64","","1","1","no Amazon offer exists","","20 %","-","1","","","-","20 %","7 %","10 %","20 %","1","2","2","","€ 57.00","€ 54.25","€ 54.83","","","","","","","","€ 37.80","no","no","€ 57.64","38 %","€ 4.13","15.46 %","-","Bellezza","Fondotinta","Bellezza › Trucco › Viso › Fondotinta","no","8000396","70000","","no"
"it","B08DSFSG14","8411061972175","https://m.media-amazon.com/images/I/51+8HI9F80L.jpg;https://m.media-amazon.com/images/I/61m-59t3GQL.jpg;https://m.media-amazon.com/images/I/61Cc9y-oI-L.jpg","Good Girl Supreme Ep 30 Vp","Carolina Herrera","€ 52.19","€ 60.42","37173","-34 %","","3 %","yes","Amazon","36211","€ 57.59","€ 60.13","0 %","0 %","9 %","14 %","€ 0.00","0 %","€ 52.19","€ 45.99","no","yes","€ 74.20","","Generalmente  spedito entro 3-7 mesi","€ 52.19","€ 59.82","23 %","14 %","€ 57.67","€ 59.58","0 %","0 %","10 %","13 %","€ 0.00","0 %","€ 52.19","€ 45.99","no","yes","€ 71.09","","0","1","Amazon offer is back-ordered","","55 %","39 %","3","1","5","19 %","26 %","61 %","30 %","26 %","2","3","3","€ 52.19","€ 55.74","€ 58.26","€ 61.10","0 %","0 %","6 %","10 %","€ 0.00","0 %","€ 52.19","€ 45.99","no","yes","€ 74.00","0 %","€ 4.23","15.44 %","€ 8.06","Bellezza","Eau de Parfum","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","65156178","593","100","yes"
"it","B07JCMKVGN","0793675017885, 5056245011290","https://m.media-amazon.com/images/I/71Aq+CT+0bL.jpg;https://m.media-amazon.com/images/I/61OE+QT3uYL.jpg;https://m.media-amazon.com/images/I/41Mg8NfcfSL.jpg","ARTEMISIA Eau de Parfum, 100 ml","Penhaligon's","€ 212.29","€ 211.71","185031","-18 %","","11 %","no","3rd Party (A26M3ZI49MPCHM)","214267","€ 213.55","€ 211.71","0 %","0 %","1 %","0 %","€ 0.00","0 %","€ 212.29","€ 89.87","no","no","€ 232.02","12","Generalmente  spedito entro 4-5 giorni","","","-","100 %","","","","","","","","","","€ 86.44","no","no","€ 170.35","","1","1","no Amazon offer exists","","61 %","-","3","0","1","-","-","63 %","31 %","15 %","2","3","5","€ 209.30","€ 209.74","€ 206.03","€ 206.03","0 %","0 %","0 %","-2 %","€ 0.00","0 %","€ 209.30","€ 89.87","no","no","€ 292.49","10 %","€ 4.54","15.45 %","€ 32.80","Bellezza","Eau de Parfum, PENHALIGON'S, Fragranze e profumi","Bellezza › Fragranze e profumi › Donna › Eau de Parfum","no","90017885","768","96","yes"
"it","B0056JCRGK","0121018802032, 3145891079609, 6909120181542, 6909110192725","https://m.media-amazon.com/images/I/71BZkhzWQwL.jpg;https://m.media-amazon.com/images/I/71vpcCZknbL.jpg;https://m.media-amazon.com/images/I/71Y+iMn0TmL.jpg;https://m.media-amazon.com/images/I/31OzBxdVR1L.jpg","BODUM 1512-10 Bicchiere di ricambio, per 12 tazzine da caffè, ø 11,7 cm, H 18,5 cm","Chanel","€ 64.90","€ 59.80","485732","-9 %","","25 %","no","3rd Party (A2JXVDP4468930)","418088","€ 64.95","€ 58.93","1 %","1 %","0 %","-9 %","€ 0.00","0 %","€ 64.90","€ 28.50","no","no","€ 68.56","2","Disponibilità immediata","","€ 67.69","1 %","52 %","€ 68.75","€ 57.32","","","","","","","€ 72.94","€ 26.21","no","no","€ 73.04","","33","78","no Amazon offer exists","","22 %","3 %","6","1","2","8 %","5 %","64 %","22 %","43 %","4","9","10","€ 59.00","€ 58.86","€ 56.33","€ 54.02","0 %","0 %","0 %","-5 %","€ 0.00","0 %","€ 59.00","€ 26.21","no","no","€ 60.25","0 %","€ 4.13","15.45 %","€ 10.03","Casa e cucina","Bicchieri da tè e da caffè","Casa e cucina › Vasellame › Bicchieri e cristalli › Bicchieri da tè e da caffè","no","P-3O-600-B5","511","200","no"
"it","B083TXQ8WJ","3145891417807","https://m.media-amazon.com/images/I/61ecYdOFtPL.jpg;https://m.media-amazon.com/images/I/71Cn3W1-PyL.jpg;https://m.media-amazon.com/images/I/61+1HZ7UkQL.jpg;https://m.media-amazon.com/images/I/31DfuK2t+ML.jpg","Le Lift Botanical Alfalfa","Chanel","€ 120.00","€ 120.79","140338","-13 %","","32 %","yes","Amazon","154932","€ 122.49","€ 122.27","0 %","3 %","2 %","1 %","€ 0.00","0 %","€ 120.00","€ 90.75","no","yes","€ 148.60","","","€ 120.00","€ 120.00","64 %","31 %","€ 120.00","€ 119.93","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 120.00","€ 90.75","no","yes","€ 135.42","","1","4","Amazon offer is back-ordered","","64 %","52 %","2","1","6","63 %","64 %","52 %","63 %","64 %","2","2","3","€ 120.00","€ 130.27","€ 128.94","€ 128.30","0 %","0 %","8 %","7 %","€ 0.00","0 %","€ 120.00","€ 90.00","no","yes","€ 151.20","0 %","€ 4.13","15.45 %","€ 18.54","Bellezza","Tonici e astringenti per il viso","Bellezza › Cura della pelle › Viso › Tonici e astringenti per il viso","no","820-141780","1320","201","no"
"it","B00D3RV696","3145891410501","https://m.media-amazon.com/images/I/51RlNyPqH3L.jpg;https://m.media-amazon.com/images/I/31U2-sFxuGL.jpg;https://m.media-amazon.com/images/I/41XTklQHtmL.jpg;https://m.media-amazon.com/images/I/31SZpY4mWkL.jpg","Chanel Hydra Beauty Essence Mist, Donna, 50 ml","Chanel","€ 60.17","€ 60.17","206515","-8 %","","1 %","yes","Amazon","220018","€ 60.17","€ 66.53","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 60.17","€ 42.75","no","yes","€ 95.61","5","Disponibilità immediata","€ 60.17","€ 60.17","100 %","0 %","€ 60.17","€ 60.17","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 60.17","€ 32.72","no","yes","€ 60.84","5","1","1","Amazon offer is in stock and shippable","","100 %","99 %","1","1","3","51 %","34 %","99 %","51 %","40 %","1","4","5","€ 60.17","€ 60.17","€ 60.17","€ 60.17","0 %","0 %","0 %","0 %","€ 0.00","0 %","€ 60.17","€ 32.72","no","yes","€ 66.00","0 %","€ 4.23","15.46 %","€ 9.30","Bellezza","Spray e nebulizzatori","Bellezza › Cura della pelle › Viso › Idratanti › Spray e nebulizzatori","no","3145891410501","505","48","yes"
